X,Y,識別番号,種別,企業名,路線名,拠点名
131.371425,34.046945,"17",鉄道,西日本旅客鉄道,宇部線,深溝
131.396254867511,34.0940217158104,"20",鉄道,西日本旅客鉄道,宇部線,新山口
131.36364,34.03481,"22",鉄道,西日本旅客鉄道,宇部線,周防佐山
131.36008,34.023355,"25",鉄道,西日本旅客鉄道,宇部線,岩倉
131.356754991751,34.0106261154549,"27",鉄道,西日本旅客鉄道,宇部線,阿知須
131.379045,34.073835,"30",鉄道,西日本旅客鉄道,宇部線,上嘉川
131.73413,34.421375,"82",鉄道,西日本旅客鉄道,山口線,船平山
131.7202,34.39971,"83",鉄道,西日本旅客鉄道,山口線,徳佐
131.396254867511,34.0940217158104,"84",鉄道,西日本旅客鉄道,山口線,新山口
131.578745,34.30452,"85",鉄道,西日本旅客鉄道,山口線,長門峡
131.40179,34.10114,"86",鉄道,西日本旅客鉄道,山口線,周防下郷
131.48487,34.18258,"87",鉄道,西日本旅客鉄道,山口線,上山口
131.415615,34.12899,"88",鉄道,西日本旅客鉄道,山口線,仁保津
131.69407,34.378245,"89",鉄道,西日本旅客鉄道,山口線,鍋倉
131.674205,34.362755,"90",鉄道,西日本旅客鉄道,山口線,地福
131.651185,34.35369,"91",鉄道,西日本旅客鉄道,山口線,名草
131.44626,34.150665,"92",鉄道,西日本旅客鉄道,山口線,矢原
131.460615,34.159865,"93",鉄道,西日本旅客鉄道,山口線,湯田温泉
131.48106,34.1728,"94",鉄道,西日本旅客鉄道,山口線,山口
131.43265,34.14697,"95",鉄道,西日本旅客鉄道,山口線,大歳
131.401897091933,34.1159345452202,"96",鉄道,西日本旅客鉄道,山口線,上郷
131.498745,34.191445,"97",鉄道,西日本旅客鉄道,山口線,宮野
131.60407,34.322935,"98",鉄道,西日本旅客鉄道,山口線,渡川
131.62434,34.34154,"99",鉄道,西日本旅客鉄道,山口線,三谷
131.53625,34.21628,"100",鉄道,西日本旅客鉄道,山口線,仁保
